Species Name;Gram;Trait 1;Trait 2;Trait 3;Trait 4;Trait 5;Trait 6;Trait 7;Trait 8;Trait 9;Trait 10;Trait 11;Trait 12;Trait 13;Trait 14;Trait 15;Trait 16;Trait 17;Trait 18;Trait 19;Trait 20;Trait 21;Trait 22;Trait 23;Trait 24;Trait 25;Trait 26;Trait 27;Trait 28;Trait 29;Trait 30;Trait 31;Trait 32;Trait 33;Trait 34;Trait 35;Trait 36;Trait 37;Trait 38;Trait 39;Trait 40;Trait 41;Trait 42;Trait 43;Trait 44;Trait 45;Trait 46;Trait 47;Trait 48;Trait 49;Trait 50;Trait 51;Trait 52;Trait 53;Trait 54;Trait 55;Trait 56;Trait 57;Trait 58;Trait 59;Trait 60;Trait 61;Trait 62;Trait 63;Trait 64;Trait 65;Trait 66;Trait 67;Trait 68;Trait 69;Trait 70;Trait 71;Trait 72;Trait 73;Trait 74;Trait 75;Trait 76;Trait 77;Trait 78;Trait 79;Trait 80;Trait 81;Trait 82;Trait 83;Trait 84;Trait 85;Trait 86;Trait 87;Trait 88;Trait 89;Trait 90;Trait 91;Trait 92;Trait 93;Trait 94;Trait 95;Trait 96
Delftia acidovorans;GN;0;20;10;68;93;84;0;0;1;4;0;2;12;29;1;2;0;0;4;0;0;0;36;0;3;5;22;0;2;0;2;0;1;1;88;99;73;47;5;100;1;1;74;0;0;82;100;11;70;58;85;90;82;99;29;71;55;25;82;98;96;98;1;51;29;51;14;93;93;98;4;78;62;2;84;3;62;66;98;2;8;61;3;21;85;0;2;1;0;1;2;13;36;32;0;5
Edwardsiella hoshinae;GN;0;0;39;0;0;0;2;93;0;0;0;0;0;100;0;50;5;98;0;0;0;14;0;95;0;9;18;0;0;0;55;55;0;0;0;0;0;0;5;0;0;5;55;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;50;0;0;0;0;0;57;57;43;0;0;0;0;100;77;0;48
Edwardsiella ictaluri;GN;0;0;4;0;0;0;54;100;0;0;0;0;0;77;0;77;0;100;0;0;0;8;0;100;0;0;19;0;0;0;0;0;0;0;0;69;27;0;0;0;0;0;77;0;42;0;0;0;0;0;0;0;0;46;0;0;0;0;0;77;58;12;0;0;0;0;0;85;85;12;69;0;0;0;0;0;0;42;0;0;58;0;0;0;0;69;65;65;0;0;0;0;100;92;0;73
Edwardsiella tarda;GN;0;0;10;0;0;0;2;100;0;0;0;0;0;96;8;69;0;96;0;0;0;8;0;100;0;0;88;4;0;0;0;0;4;0;33;4;0;0;25;0;0;0;88;0;0;2;0;0;0;0;8;21;2;96;0;0;0;0;0;4;35;0;0;0;0;0;0;79;62;0;56;0;0;0;0;0;0;0;0;58;0;0;0;0;0;65;58;56;0;0;0;0;100;88;100;100
Eikenella corrodens;GN;0;0;0;0;0;0;0;0;0;46;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;98;17;0;0;0;0;0;0;0;0;0;50;0;0;4;0;65;100;0;63;0;0;0;0;0;13;15;23;0;2;2;0;0;13;13;87;0;67;0;0;0;21;0;100;0;0;4;13;0;0;4;0;0;0;0;0;0;31;4;0;0;0
Empedobacter brevis;GN;0;81;85;63;96;88;0;0;0;15;0;27;17;2;0;0;25;92;2;0;2;83;2;63;4;19;6;0;0;0;0;13;73;0;81;100;83;17;2;12;0;0;0;0;0;2;2;13;0;19;69;44;96;8;2;42;0;0;0;0;19;6;0;10;0;65;69;96;92;96;96;96;37;0;69;15;83;81;0;0;65;92;0;0;13;77;96;92;0;0;0;25;12;4;83;81
Enterobacter aerogenes (Klebsiella mobilis);GN;0;0;98;45;35;34;74;82;100;98;98;96;1;92;98;89;98;82;93;40;23;91;95;93;92;85;98;83;93;97;91;98;54;0;71;55;42;64;97;99;95;91;86;82;64;9;3;0;96;0;0;27;0;100;4;0;57;5;0;47;100;9;75;68;94;100;100;100;94;89;97;68;53;90;0;41;1;9;0;96;99;40;17;0;22;99;88;91;0;75;0;0;99;100;98;97
Enterobacter agglomerans bgp 2;GN;0;0;96;0;0;0;0;100;7;86;0;46;0;100;11;100;43;100;7;0;0;75;100;100;100;100;100;21;4;4;11;100;75;0;79;0;21;0;0;21;100;36;68;4;18;0;0;0;0;0;7;0;0;64;0;0;0;11;0;0;0;0;4;0;0;29;14;7;4;0;0;0;0;0;0;0;0;0;0;7;57;0;0;0;0;54;21;46;0;0;0;0;93;93;100;50
Enterobacter agglomerans bgp 3;GN;0;0;34;0;0;0;0;3;22;100;56;12;16;100;0;100;0;100;66;0;0;0;100;88;0;100;100;0;0;0;100;100;41;62;0;75;0;75;72;0;100;0;100;0;0;0;0;0;0;0;0;0;0;28;0;0;34;0;0;78;88;6;0;0;0;0;0;97;94;47;88;28;0;0;0;0;0;9;0;0;0;0;0;0;0;41;6;22;0;0;0;0;53;3;100;100
Enterobacter agglomerans bgp 4 (Pantoea);GN;0;0;100;9;26;50;0;97;0;100;100;100;0;100;0;100;100;97;0;12;0;100;100;100;0;97;91;0;97;100;91;100;21;0;82;21;50;53;100;91;97;100;100;50;68;0;21;0;0;0;0;0;0;12;3;0;0;3;0;35;100;0;56;0;0;53;0;100;50;0;6;6;0;0;0;0;0;0;0;6;91;0;0;0;0;100;71;100;0;0;0;0;100;79;100;100
Enterobacter agglomerans bgp 5;GN;0;0;100;28;11;6;0;83;0;97;0;97;0;97;0;100;81;86;0;11;0;100;100;94;100;83;94;0;92;0;0;100;11;0;75;28;81;0;0;100;97;89;97;0;50;0;0;0;94;0;3;0;0;100;6;0;0;6;0;44;100;28;50;0;72;100;100;100;86;75;69;100;0;0;0;0;14;0;0;0;100;3;0;0;0;100;94;94;0;0;0;0;100;100;100;100
Enterobacter agglomerans bgp 6 (Pectobacterium);GN;0;0;16;0;0;0;0;100;0;88;0;50;31;100;0;100;100;100;88;6;0;6;100;100;100;100;97;84;94;6;84;100;3;88;84;19;0;53;38;16;81;9;100;3;0;0;0;0;0;0;3;31;0;3;0;0;34;0;0;47;75;6;3;0;0;47;0;78;47;12;0;0;6;0;0;0;0;0;0;0;59;0;0;0;0;88;66;69;0;0;0;0;91;78;94;75
Enterobacter agglomerans bgp 7 (Pantoea);GN;0;0;100;2;38;42;0;95;0;100;100;100;0;98;0;100;100;92;0;40;10;100;100;100;0;100;95;10;100;100;95;100;30;0;78;98;85;95;100;65;98;100;100;45;98;0;25;0;0;0;0;0;0;25;15;0;0;30;0;100;100;35;75;0;2;78;0;85;100;0;0;0;0;0;0;0;0;0;0;90;100;5;0;0;0;100;95;100;0;0;0;0;100;100;100;100
Enterobacter amnigenus;GN;0;0;99;1;1;3;94;99;0;100;0;100;1;100;0;100;96;100;0;51;7;97;100;100;100;100;90;100;99;0;100;100;40;0;91;1;31;0;97;35;100;56;100;0;41;0;0;0;0;0;0;0;0;82;0;0;0;25;0;1;88;0;1;0;34;75;32;90;51;51;1;6;0;0;0;0;0;0;0;1;57;0;0;0;0;94;65;97;0;0;0;0;100;63;100;100
Enterobacter asburiae;GN;0;0;98;22;6;8;12;81;2;98;3;94;0;92;0;97;95;78;47;77;33;95;100;94;2;92;86;47;0;100;95;95;52;0;81;77;55;97;91;36;94;86;94;0;67;2;6;0;94;0;0;25;0;100;0;0;0;0;0;80;100;19;31;14;95;100;95;100;92;100;58;81;2;0;0;0;0;45;0;100;94;41;0;0;5;98;77;83;0;2;0;0;100;100;98;92
Enterobacter cancerogenus;GN;0;0;100;8;8;15;90;90;0;100;0;100;0;98;83;100;90;92;0;2;0;98;100;100;0;92;90;0;100;0;0;100;10;0;87;46;40;100;100;63;100;81;100;0;83;0;0;0;90;0;0;17;0;98;2;0;0;12;0;60;98;12;38;0;42;90;83;96;81;73;52;92;0;0;0;4;0;21;0;75;90;12;0;0;2;100;96;92;0;4;0;0;100;92;98;100
Enterobacter cloacae;GN;0;0;100;15;15;12;68;76;0;100;1;100;0;82;0;100;96;76;90;85;49;100;94;87;100;97;97;100;74;81;84;99;47;0;78;57;57;99;99;63;81;81;93;0;71;0;0;0;24;0;0;1;0;99;3;0;0;0;0;74;100;29;38;15;93;100;94;100;85;99;13;97;3;0;0;21;0;63;0;94;100;43;0;0;1;100;97;99;0;7;0;0;100;99;100;79
Enterobacter gergoviae;GN;0;0;93;7;7;12;30;75;0;93;98;37;0;78;7;73;45;75;63;0;2;72;88;82;85;78;82;42;60;0;78;87;3;0;55;87;18;58;63;58;42;58;82;3;45;3;2;7;38;0;0;5;0;88;0;2;2;0;0;98;88;10;18;25;55;85;35;93;82;33;0;25;12;7;0;2;0;68;52;0;87;8;0;13;0;65;68;73;0;5;0;0;95;57;53;93
Enterobacter hormaechei;GN;0;0;100;12;10;8;0;82;0;100;0;100;85;92;85;100;100;80;0;0;0;100;100;85;0;100;82;2;98;0;80;100;45;0;90;18;32;100;100;25;100;90;98;0;50;2;0;0;98;0;2;28;0;100;0;0;0;35;0;32;100;5;45;0;100;100;98;100;38;62;48;100;0;0;0;0;0;18;0;0;98;52;0;0;0;100;100;98;0;0;0;0;100;100;100;85
Enterobacter intermedius;GN;0;0;98;0;15;15;0;98;0;100;0;94;0;98;0;98;100;98;0;98;46;94;88;100;100;96;94;98;77;88;98;100;8;0;83;2;40;0;54;48;0;60;92;0;56;6;0;0;6;0;0;0;0;100;0;0;17;35;0;2;81;0;44;0;65;42;73;75;17;0;85;56;0;0;0;0;0;0;0;100;98;8;0;0;0;100;100;98;0;0;0;0;96;0;100;96
Enterobacter nimipressuralis;GN;0;0;100;3;0;3;94;100;0;100;0;100;0;100;0;100;100;100;0;66;0;100;100;100;100;100;97;44;100;100;0;100;59;0;100;44;19;0;97;81;91;94;100;0;97;0;0;0;0;0;0;0;0;100;0;0;0;6;0;62;100;3;72;0;84;100;94;100;100;97;0;91;0;0;0;3;0;3;0;100;100;0;0;0;0;100;94;97;0;0;0;0;100;100;100;100
Enterobacter sakazakii;GN;0;3;100;12;31;21;4;100;3;100;4;100;1;100;7;100;68;100;85;78;35;97;100;100;100;100;100;100;87;6;100;100;71;0;88;56;51;19;97;49;96;63;100;1;56;1;0;0;0;0;1;0;0;93;0;0;0;0;0;60;71;10;38;0;28;79;59;100;82;3;46;41;0;0;0;0;0;0;0;1;84;0;0;0;0;84;82;91;0;0;0;0;99;100;0;0
Erwinia amylovora;GN;0;0;14;0;2;5;0;95;0;5;0;10;0;85;0;76;39;100;30;0;0;1;86;39;0;84;60;0;0;84;99;89;19;0;20;31;0;0;0;1;0;0;45;0;0;0;0;0;0;0;0;14;0;23;0;0;0;0;0;38;92;7;0;0;0;12;2;0;35;58;0;1;0;0;0;0;0;6;0;0;1;0;0;0;3;35;24;3;0;0;0;0;72;0;100;91
Escherichia blattae;GN;0;0;69;0;6;9;0;75;0;97;0;0;0;66;0;59;0;62;0;0;0;66;0;66;0;66;75;0;50;0;0;69;0;0;53;22;16;0;100;44;0;66;75;0;50;0;0;0;100;0;0;0;0;81;0;0;0;72;0;22;0;0;25;0;0;75;44;53;9;0;31;0;0;0;0;0;0;0;0;0;97;0;9;0;0;56;28;31;0;0;0;0;100;75;0;72
Escherichia coli;GN;0;0;95;1;0;5;88;99;4;100;5;0;0;98;87;100;0;98;0;100;35;95;99;100;77;64;92;11;70;94;10;95;1;0;79;58;36;0;0;24;71;64;99;0;58;8;0;0;26;0;5;11;0;99;0;17;0;0;1;89;56;8;31;4;20;75;90;96;80;0;98;10;0;0;0;0;0;0;0;86;88;13;0;0;0;100;98;100;0;0;0;0;100;88;99;99
Escherichia coli (USP5-7085);GN;0;0;100;52;7;7;98;96;0;100;0;0;0;100;100;100;9;100;0;100;41;100;96;72;100;91;89;0;100;100;0;100;2;0;63;96;30;0;0;33;0;96;100;0;76;72;0;0;85;0;39;0;0;100;0;50;0;0;0;100;91;2;33;26;74;96;93;100;100;0;98;30;0;0;0;0;0;2;0;100;100;7;0;0;0;100;100;100;0;0;0;0;100;98;100;100
Escherichia coli inactive;GN;0;0;100;4;0;1;41;96;0;100;0;0;0;100;88;97;0;99;0;99;10;94;96;100;85;43;90;63;25;0;57;96;6;0;81;74;13;0;0;26;0;47;78;0;44;9;0;0;0;0;4;6;0;88;0;31;0;0;0;88;66;18;34;21;66;88;85;93;85;0;56;0;0;0;0;0;0;0;0;0;79;7;0;0;0;99;94;100;0;0;0;0;100;60;97;100
Escherichia coli O157:H7;GN;0;0;100;0;0;0;86;100;0;98;0;0;0;100;80;100;0;100;0;0;0;100;100;100;0;34;95;0;0;5;0;98;2;0;93;75;45;0;0;66;52;66;95;0;52;7;0;0;0;0;2;82;0;100;0;0;0;0;0;91;70;5;7;0;0;23;70;32;30;0;100;0;0;0;0;0;0;0;0;100;61;0;0;0;0;100;98;100;0;0;0;0;100;80;100;100
Escherichia fergusonii;GN;0;0;100;0;3;7;45;90;100;72;100;57;13;92;0;95;2;93;0;0;0;95;93;93;0;50;97;0;27;0;0;93;10;0;78;47;38;0;0;48;50;45;90;0;52;20;0;0;73;0;8;12;0;100;0;38;0;0;0;57;45;18;23;0;13;45;63;65;57;0;98;0;0;0;0;0;0;0;0;87;73;3;0;0;0;100;87;85;0;0;0;0;100;88;97;97
Escherichia hermannii;GN;0;0;0;0;0;0;33;100;0;4;0;0;0;100;0;0;0;100;0;67;0;0;100;100;29;17;62;0;0;8;100;100;0;0;38;0;0;0;0;46;17;33;0;0;75;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;75;62;0;0;0;0;83;0;100;100
Escherichia vulneris;GN;0;0;100;8;8;2;0;98;0;100;0;98;0;100;0;100;97;92;0;27;2;100;100;100;100;100;98;75;67;0;7;98;15;0;92;22;52;0;0;73;40;82;100;0;60;2;0;0;0;0;0;0;0;93;5;0;0;8;0;32;17;10;33;0;33;80;87;63;47;0;70;77;0;0;0;0;0;0;0;2;78;5;0;0;0;90;58;65;0;3;0;0;98;80;100;67
Ewingella americana;GN;0;0;54;5;7;0;89;100;0;4;100;93;0;100;43;95;100;100;0;84;41;9;100;100;0;7;100;0;4;0;0;100;29;0;89;62;7;4;70;29;70;7;100;43;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;66;82;21;2;0;12;43;27;79;98;41;4;16;0;0;0;0;0;16;0;7;64;0;0;0;0;100;100;100;0;0;0;0;100;100;100;86
Flavimonas oryzihabitans;GN;0;2;64;29;25;25;0;0;0;100;89;4;0;93;45;98;2;100;89;0;2;86;98;100;2;0;48;0;7;75;9;98;25;0;86;95;50;98;100;73;70;70;100;62;54;57;75;9;21;34;20;98;9;86;45;30;91;73;2;100;95;43;30;29;93;95;18;100;100;100;70;0;12;9;16;0;0;95;59;20;88;20;46;96;12;4;4;0;0;68;12;2;98;14;0;5
Flavobacterium ferrugineum;GN;0;20;70;60;0;0;15;80;25;75;20;85;15;45;40;75;90;80;15;85;75;95;20;85;95;75;30;75;40;25;65;85;100;30;20;80;15;30;0;0;10;80;5;15;80;10;15;15;25;20;0;15;15;85;10;15;10;5;0;20;15;15;30;15;5;10;50;85;70;90;80;95;55;25;0;70;0;80;25;0;35;75;30;15;30;45;60;90;0;15;15;10;80;70;75;40
Flavobacterium flevense;GN;0;33;63;0;0;0;0;0;0;100;0;0;0;97;13;100;0;100;0;100;67;40;0;100;87;0;80;100;40;0;100;0;0;0;20;33;0;0;0;0;0;57;0;0;77;0;0;0;0;0;7;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flavobacterium hydatis;GN;0;72;88;44;53;41;31;100;0;28;0;0;0;84;0;19;100;100;0;0;0;97;0;100;0;0;0;0;0;0;3;0;0;0;34;47;28;0;0;0;0;69;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;69;0;53;47;100;91;100;100;100;0;0;0;100;0;38;0;0;81;91;0;0;0;0;44;0;0;0;0;0;34;44;62;34
Flavobacterium johnsoniae;GN;0;100;100;100;92;92;0;100;0;83;0;100;0;100;0;89;100;100;0;3;0;100;0;100;0;6;25;6;0;0;6;100;0;0;58;97;22;0;0;0;0;94;0;0;0;0;0;0;0;0;3;0;61;28;0;0;0;0;0;0;0;0;0;83;0;78;72;89;89;100;89;100;0;0;17;83;0;83;0;0;86;81;0;0;0;0;17;0;0;0;0;0;0;0;3;0
Flavobacterium mizutaii;GN;0;43;100;43;36;19;48;100;19;7;0;100;0;67;5;88;100;100;0;100;83;100;0;100;100;100;0;57;2;7;95;100;100;0;19;74;69;7;2;0;0;0;0;0;0;0;0;0;0;2;10;0;12;60;0;0;0;0;0;0;0;0;0;71;33;81;76;95;48;88;12;60;52;0;10;57;0;67;0;0;79;67;0;0;12;0;7;0;0;0;0;0;0;0;14;14
Flavobacterium mizutaii-like (CDC group II-I);GN;0;100;100;23;59;36;36;100;0;14;0;100;0;64;5;86;100;100;0;95;73;100;0;100;95;95;5;68;36;9;91;95;95;0;18;95;77;0;0;23;0;0;0;0;0;0;0;0;0;0;36;0;23;45;0;9;0;0;0;0;0;0;0;68;41;68;95;64;0;32;0;86;0;0;5;0;0;50;0;0;73;95;0;0;0;0;0;0;5;0;0;0;0;0;5;0
Flavobacterium resinovorum;GN;0;79;100;0;0;0;0;0;0;100;0;45;0;89;0;26;87;100;0;0;0;100;0;92;0;0;82;0;5;0;5;87;87;0;68;100;0;0;0;0;0;0;5;0;0;0;76;3;0;0;0;3;0;0;0;13;0;0;0;8;32;3;0;0;0;0;5;82;29;39;55;74;0;0;0;74;0;100;0;0;3;0;0;0;37;0;0;0;0;0;0;0;0;0;0;45
Flavobacterium tirrenicum (Chryseobacterium);GN;6;81;78;81;100;100;9;12;0;3;0;3;0;28;0;31;84;97;6;3;0;56;0;88;0;0;0;6;0;9;3;100;44;3;31;100;100;0;53;100;3;0;6;34;0;0;6;6;0;0;62;0;97;3;3;81;6;6;0;28;0;3;0;41;0;62;97;84;75;100;81;94;0;19;78;72;88;97;0;0;66;69;3;0;0;56;62;38;0;0;0;56;66;47;28;28
Francisella philomiragia;GN;0;1;69;15;0;0;0;100;1;1;0;75;1;100;1;86;17;100;7;1;1;73;0;100;14;5;0;0;0;1;100;100;56;0;100;95;75;2;0;0;0;0;0;0;0;80;88;0;0;1;80;85;0;95;0;0;0;0;0;40;8;30;0;100;100;100;96;98;96;100;60;95;0;0;0;58;1;88;96;0;100;96;1;0;1;95;96;95;0;0;0;0;96;90;92;96
Francisella tularensis;GN;0;0;0;11;0;0;0;0;0;11;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;58;100;39;0;0;33;0;0;0;0;0;97;0;0;11;0;36;64;0;97;0;31;0;0;0;100;47;69;0;0;0;100;64;97;6;100;0;0;11;0;42;56;25;0;0;0;0;11;0;50;0;0;0;0;0;0;0;0;6;0;0;0
Gilardi unnamed rod group 1;GN;0;0;99;38;6;0;0;100;0;11;0;94;0;100;0;4;88;100;0;0;0;92;89;100;0;54;100;0;0;83;19;88;93;0;100;0;0;0;0;7;0;0;6;0;0;94;0;0;0;0;100;0;0;100;0;0;0;3;0;0;21;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;96;53;0;3;0;0;0;0;56;93
Haemophilus actinomycetemcomitans;GN;0;0;100;0;0;0;0;0;0;28;0;89;0;94;0;0;100;100;0;0;0;78;0;100;0;89;6;0;0;11;0;100;100;0;100;22;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;100;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;100;100;33;0;0;0;0;0;0;0;89
Haemophilus aegyptius;GN;0;0;59;2;4;0;0;30;0;36;0;0;0;98;0;4;2;100;0;38;23;66;0;62;0;0;91;23;4;0;98;79;9;0;100;5;7;0;2;50;0;0;0;0;0;100;0;0;0;0;100;12;0;100;0;4;0;0;0;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;71;79;48;0;5;0;9;9;71;2;41
Haemophilus aphrophilus;GN;0;0;70;0;0;0;90;100;0;60;0;30;0;100;0;100;5;100;60;0;0;20;5;100;0;0;100;25;0;0;100;100;100;0;95;10;15;0;0;100;0;0;95;0;0;25;0;0;0;0;100;15;0;100;0;0;0;0;0;10;65;0;0;0;0;0;0;15;55;5;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;70;80;15;0;0;0;0;0;0;100;95
Haemophilus ducreyi;GN;0;0;79;0;0;0;0;0;0;18;7;89;0;39;0;0;86;86;0;0;0;18;0;0;0;32;7;0;0;0;11;64;100;0;96;0;0;0;0;0;0;0;0;0;7;96;0;0;0;0;96;14;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;29;0;0;11;0;0;4;7;0;7;36
Haemophilus haemoglobinophilus;GN;0;0;4;0;0;0;0;100;0;0;0;0;0;100;0;0;0;100;29;0;0;0;100;100;0;0;100;0;0;92;100;8;0;0;100;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;4;50;0;0;0;0;100;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
Haemophilus haemolyticus;GN;0;0;54;0;0;0;0;67;0;75;6;35;0;100;10;0;38;100;0;0;0;4;0;88;0;8;92;0;0;0;2;29;67;0;88;52;35;0;0;92;0;0;0;0;0;0;0;0;0;0;90;0;2;0;0;2;0;0;0;54;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;100;100;12;0;0;0;0;0;0;58;100
Haemophilus influenzae;GN;0;0;43;0;2;0;0;2;0;28;0;36;0;33;0;15;38;88;0;0;0;5;0;51;1;17;5;0;0;0;3;27;38;0;100;6;3;1;1;10;2;9;0;0;0;100;0;0;0;1;100;8;1;100;0;0;2;0;0;14;3;1;0;0;0;0;0;2;6;2;2;0;0;0;0;1;0;0;0;0;0;2;0;0;4;98;100;100;1;1;1;0;0;0;5;60
Haemophilus paracuniculus;GN;0;0;100;0;0;0;0;100;0;0;0;75;0;100;0;0;84;100;0;0;0;25;0;88;0;47;94;47;0;0;100;78;100;0;100;31;0;0;0;3;0;0;0;0;0;88;0;0;0;0;100;59;0;94;0;6;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;6;0;0;0;0;0;0;0;25
Haemophilus paragallinarum;GN;0;0;88;0;0;0;0;0;0;6;0;62;0;100;0;0;44;100;0;0;0;69;100;100;0;31;56;0;0;88;100;44;81;0;6;0;6;0;0;0;0;0;62;0;0;0;0;0;0;0;94;19;0;6;0;6;0;6;6;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
Haemophilus parahaemolyticus;GN;0;4;100;29;0;0;0;100;0;93;0;54;0;100;61;86;86;100;0;4;0;100;0;68;29;0;75;32;7;0;100;64;100;0;100;43;36;0;0;100;0;43;7;0;4;100;0;0;0;7;100;18;0;100;0;7;0;0;0;75;14;0;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;100;100;46;0;0;0;0;0;0;7;54
Haemophilus parainfluenzae;GN;0;0;100;0;0;0;0;100;0;62;0;30;0;100;0;0;55;100;0;28;14;100;3;94;0;19;100;31;0;0;100;42;80;0;100;20;22;0;0;100;0;0;0;0;0;0;0;0;0;0;97;33;0;0;0;0;0;0;0;39;5;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;98;0;0;0;0;0;3;14;89
Haemophilus paraphrohaemolyticus;GN;0;0;80;0;0;0;0;80;0;90;0;0;0;90;75;25;10;80;0;30;75;100;0;45;15;0;90;35;25;0;100;0;0;0;50;40;25;0;0;70;0;5;0;0;5;65;0;0;0;10;50;0;0;100;0;0;0;0;0;75;0;0;20;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;75;80;45;0;0;0;0;0;0;5;75
Haemophilus paraphrophilus;GN;0;0;100;0;0;1;2;95;0;68;0;0;0;100;2;54;4;100;1;96;68;100;6;100;4;0;100;66;0;2;100;95;30;0;100;6;19;0;0;100;2;0;8;0;0;16;0;0;0;0;100;14;0;61;0;0;0;0;0;16;28;1;1;1;0;0;0;21;35;0;0;0;0;0;0;0;0;20;0;0;0;1;0;0;0;100;100;100;0;0;0;0;5;95;84;94
Haemophilus parasuis;GN;0;50;100;31;0;0;97;100;0;34;0;81;0;97;0;88;94;100;0;88;88;100;0;100;41;44;9;9;0;0;12;84;100;0;100;88;0;0;0;0;0;12;0;0;0;62;0;0;0;0;100;3;81;84;0;0;0;0;0;34;0;0;0;0;0;9;56;6;3;6;12;75;0;0;0;0;0;78;0;0;0;44;0;0;0;94;100;88;0;0;0;0;0;0;88;88
Haemophilus segnis;GN;0;0;100;0;0;0;0;85;0;90;0;0;0;100;0;20;10;100;0;0;0;100;0;100;10;0;100;70;0;0;100;0;50;0;35;40;10;0;0;20;0;0;15;0;0;20;0;0;0;0;30;25;0;95;0;5;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;100;100;100;0;0;0;0;30;80;65;90
Haemophilus somnus;GN;0;0;100;0;0;5;0;100;0;2;11;91;0;100;0;2;82;100;48;0;2;27;100;95;0;52;2;0;0;93;2;95;100;0;100;9;5;0;0;0;0;2;18;0;0;32;0;5;0;0;100;11;0;80;0;5;0;0;0;9;7;0;0;5;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;95;14;0;0;0;0;0;0;0;11
Hafnia alvei;GN;0;0;83;12;0;6;50;97;0;87;2;1;0;99;43;100;61;99;0;29;17;66;90;99;0;5;90;6;17;0;1;88;10;0;58;79;84;0;0;34;31;6;100;45;2;1;0;0;63;0;0;1;0;83;0;0;0;0;0;88;95;57;0;15;6;98;98;100;83;11;97;36;0;0;0;2;0;2;0;100;90;4;0;0;0;100;100;98;0;9;0;0;100;87;99;89
Herbaspirillum rubrisubalbicans;GN;0;0;50;53;39;50;0;0;67;100;86;11;33;33;78;100;3;100;0;0;3;0;97;97;6;6;0;0;0;56;0;11;31;67;100;97;100;100;100;100;17;81;100;3;64;58;100;0;69;75;89;100;14;100;0;89;72;56;0;100;100;97;36;36;50;47;3;94;100;100;0;0;0;0;61;0;0;50;75;6;47;56;0;56;0;6;0;0;0;0;56;0;81;0;0;8
Herbaspirillum seropedicae;GN;0;0;50;52;36;57;0;39;82;100;100;0;0;25;93;98;0;95;52;0;0;0;100;55;5;14;5;0;89;100;0;2;9;80;100;100;100;100;100;100;50;100;100;16;100;100;100;2;98;91;100;100;34;100;66;100;86;100;0;100;100;100;100;41;84;70;48;100;100;100;7;0;0;5;70;0;0;84;100;36;20;59;0;80;0;0;0;0;11;0;91;0;98;77;0;64
Hydrogenophaga flava;GN;0;0;8;8;0;0;0;0;0;0;0;17;0;29;33;0;0;17;0;0;0;17;0;8;4;0;0;0;0;0;25;12;4;0;67;100;0;0;8;0;0;0;0;0;0;17;100;8;79;0;0;0;83;88;0;0;8;0;0;12;4;21;0;0;0;4;0;17;0;21;0;8;4;0;0;0;0;42;8;0;0;4;0;17;96;0;0;0;0;0;0;0;100;0;0;0
